id,text,embedding,metadata
0,"Social media are becoming an increasingly important source of information about the public mood regarding issues such as elections, Brexit, stock market, etc. In this paper we focus on sentiment classification of Twitter data. Construction of sentiment classifiers is a standard text mining task, but here we address the question of how to properly evaluate them as there is no settled way to do so. Sentiment classes are ordered and unbalanced, and Twitter produces a stream of time-ordered data. The problem we address concerns the procedures used to obtain reliable estimates of performance measures, and whether the temporal ordering of the training and test data matters. We collected a large set of 1.5 million tweets in 13 European languages. We created 138 sentiment models and out-of-sample datasets, which are used as a gold standard for evaluations.","[-0.05639404430985451, 0.00029160536359995604, -0.01298180129379034, 0.028473125770688057, 0.056671589612960815, 0.04412151128053665, -0.006919527892023325, 0.012232598848640919, 0.05171158164739609, -0.007791653275489807, -0.038637761026620865, 0.032032620161771774, 0.029286755248904228, -0.006715063471347094, 0.026349930092692375, 0.023412218317389488, 0.027704261243343353, -0.0882917121052742, -0.016471518203616142, -0.030064700171351433, -0.002841582056134939, 0.082537442445755, -0.01942938193678856, 0.05698622763156891, 0.0431160144507885, -0.016278287395834923, -0.008124222978949547, -0.031085791066288948, -0.0048232837580144405, 0.055428650230169296, -0.05892321467399597, 0.0302861537784338, -0.036523062735795975, 0.03548407182097435, -0.07942786812782288, 0.020959142595529556, -0.0391138419508934, 0.0004764961777254939, -0.01770276203751564, 0.012002874165773392, 0.02725864201784134, -0.08564068377017975, -0.005669916048645973, 0.01834680326282978, 0.07168834656476974, 0.06380460411310196, 0.02503645233809948, -0.01776885986328125, -0.09131170809268951, 0.01666729897260666, -0.08049815148115158, 0.02886713296175003, 0.026776516810059547, 0.08621407300233841, -0.10787615180015564, 0.00022238244127947837, 0.007194471545517445, 0.048370957374572754, 0.03549365699291229, -0.009207721799612045, -0.010795886628329754, -0.057427216321229935, 0.007179080508649349, -0.016855068504810333, -0.052770283073186874, -0.07178865373134613, -0.010949909687042236, 0.07734523713588715, -0.06803924590349197, 0.044353559613227844, 0.07491427659988403, 0.05263336002826691, -0.006422872189432383, 0.1114121675491333, -0.009868151508271694, 0.040412601083517075, 0.06615758687257767, -0.026598012074828148, 0.01907934807240963, -0.01709109917283058, -0.08658406138420105, -0.006770842242985964, 0.003268977627158165, 0.01825467310845852, 0.11882854253053665, -0.08053762465715408, 0.03472697734832764, 0.05897986888885498, -0.11288273334503174, 0.0769118145108223, 0.005059969145804644, -0.0194808728992939, 0.09812198579311371, -0.024845102801918983, -0.006715972907841206, 0.043524108827114105, -0.04003816097974777, -0.03687019273638725, 0.027929892763495445, 0.10150425136089325, -0.09441091865301132, 0.08354201912879944, -0.02267964743077755, -0.00928655918687582, -0.05256029963493347, 0.0006673855241388083, -0.011506924405694008, -0.045645859092473984, 0.049683213233947754, -0.06636180728673935, -0.022650636732578278, 0.020942896604537964, -0.011650298722088337, -0.08758531510829926, 0.09933724999427795, -0.004198006819933653, -0.0015949246007949114, 0.0027798423543572426, 0.03230023756623268, 0.11922437697649002, -0.008535066619515419, 0.04356126859784126, 0.03619600087404251, -0.0015626661479473114, 0.07551092654466629, 0.10208788514137268, -0.010055209510028362, 2.5633702251244302e-34, 0.055071618407964706, 0.0032366160303354263, 0.0223159808665514, 0.0775054469704628, -0.0808708444237709, -0.02859097719192505, -0.06690715253353119, -0.07727240025997162, -0.04437592625617981, -0.029461603611707687, -0.02333291433751583, 0.019529251381754875, 0.0160318985581398, 0.017205314710736275, 0.014702808111906052, -0.0400802418589592, 0.03238212317228317, 0.009480787441134453, 0.037471380084753036, -0.022537419572472572, 0.046230122447013855, 0.005475230049341917, 0.03679421916604042, -0.025583017617464066, -0.04317181557416916, -0.009200663305819035, 0.02666361816227436, -0.031794629991054535, -0.019008798524737358, 0.019609840586781502, -0.039594490081071854, 0.03292003646492958, 0.04553571343421936, 0.014890031889081001, 0.08706864714622498, -0.006418170407414436, -0.09352368861436844, 0.072006456553936, 0.07105567306280136, -0.04134146869182587, -0.06651274114847183, 0.04862738028168678, 0.004662080202251673, 0.007037085480988026, -0.010922858491539955, -0.015383425168693066, -0.0749705582857132, -0.03727252408862114, 0.08523069322109222, 0.0004448875261005014, 0.03317759931087494, -0.018783770501613617, 0.04865539073944092, 0.06410844624042511, 0.007961159572005272, 0.052981503307819366, -0.01446427684277296, -0.023703549057245255, 0.009076620452105999, -0.030826440081000328, 0.01122993417084217, 0.013773603364825249, 0.029217617586255074, -0.0545048862695694, -0.007477699313312769, 0.02341967076063156, -0.0417306013405323, 0.02140204794704914, -0.06210681051015854, -0.0504138320684433, 0.053669966757297516, 0.054716166108846664, -0.033190466463565826, -0.07112741470336914, 0.024270277470350266, 0.036809854209423065, 0.028369877487421036, -0.04804769530892372, -0.011406287550926208, 0.016306748613715172, 0.03829610347747803, -0.12859143316745758, 0.11276427656412125, -0.06845018267631531, -0.0016246457817032933, -0.02469203807413578, 0.04603856801986694, -0.04139773175120354, 0.04732665792107582, 0.08103767037391663, -0.1552603840827942, 0.044761404395103455, 0.0030394522473216057, -0.02228952944278717, -0.03124125488102436, 6.123173032307335e-35, -0.0780126228928566, -0.06262578815221786, -0.06889444589614868, 0.03962557017803192, -0.05197232961654663, 0.035832587629556656, -0.08296827226877213, 0.04461279511451721, -0.036735232919454575, 0.07624667882919312, 0.018277255818247795, -0.07129600644111633, -0.006484062410891056, -0.05272312089800835, -0.022755185142159462, 0.01077793538570404, 0.07265015691518784, -0.030788889154791832, -0.01912861503660679, 0.01931026019155979, 0.024024223908782005, 0.047192297875881195, -0.052961014211177826, 0.045056238770484924, -0.033595696091651917, -0.025710754096508026, 0.042758919298648834, 0.06154791638255119, -0.00447035813704133, -0.03785640001296997, -0.07190844416618347, -0.055437956005334854, -0.007188297808170319, 0.04763375595211983, -0.041662126779556274, -0.015678858384490013, -0.00045418820809572935, -0.10386180132627487, 0.03316746652126312, 0.11163665354251862, 0.07532896101474762, 0.04006893187761307, -0.08355005085468292, -0.027301903814077377, -0.09810368716716766, 0.017502209171652794, -0.0451364628970623, 8.168302156263962e-05, -0.05521462485194206, 0.01994120143353939, 0.024822581559419632, 0.056310877203941345, -0.05755723640322685, 0.0616149939596653, 0.0028910927940160036, -0.12637868523597717, -0.03445485606789589, -0.05216580629348755, -0.04281267151236534, 0.07571785897016525, -0.05098642781376839, 0.07027053087949753, 0.06812820583581924, -0.04020377993583679, -0.029626566916704178, -0.09606485068798065, -0.010544617660343647, 0.003188571659848094, -0.01283885445445776, 0.04168669506907463, 0.12497510761022568, 0.04511880502104759, -0.04504697024822235, -0.01927371136844158, 0.01083361729979515, -0.007683700881898403, 0.07953725755214691, 0.0970025435090065, -0.009989983402192593, -0.09179798513650894, 0.036111410707235336, 0.013896791264414787, 0.02607773244380951, -0.03879418596625328, 0.031011909246444702, 0.028937824070453644, 0.0969674363732338, 0.05177311599254608, 0.01633986458182335, -0.02084251120686531, 0.013829541392624378, 0.023291373625397682, 0.016300588846206665, 0.05406113341450691, 0.08199440687894821, -3.978872697985025e-08, -0.08367571979761124, -0.09511318057775497, -0.037424035370349884, 0.08980447798967361, -0.022006802260875702, -0.013898828998208046, 0.033374886959791183, 0.05935273319482803, -0.04015737771987915, -0.033062178641557693, 0.10583898425102234, 0.0865316167473793, -0.06866399198770523, -0.09176670759916306, -0.035201456397771835, 0.028097201138734818, -0.04742260277271271, -0.05640387535095215, 0.023986902087926865, -0.00020833726739510894, 0.08809234201908112, 0.03741151839494705, 0.030749624595046043, -0.03996027261018753, 0.055861108005046844, -0.0384955070912838, -0.04535607248544693, -0.03545820340514183, -0.044491298496723175, -0.04550420865416527, 0.005415444727987051, 0.0030392135959118605, -0.1443191021680832, -0.05881814658641815, 0.04485049471259117, 0.1076330691576004, -0.04710528999567032, 0.0013338414719328284, -0.025532228872179985, 0.013191945850849152, -0.011135540902614594, 0.06737994402647018, -0.07980664074420929, -0.030914725735783577, 0.016183463856577873, -0.05098641291260719, -0.04195192828774452, -0.037010710686445236, 0.013117959722876549, -0.024771673604846, -0.02092043124139309, 0.028813449665904045, 0.017909713089466095, 0.0501348152756691, 0.05959608033299446, 0.02864011563360691, 0.017873521894216537, -0.04686400294303894, -0.042688146233558655, 0.027738535776734352, 0.049292970448732376, -0.0246051624417305, -0.05451490357518196, 0.017793552950024605]",{}
1,"Social media are becoming an increasingly important source of information about the public mood regarding issues such as elections, Brexit, stock market, etc. In this paper we focus on sentiment classification of Twitter data. Construction of sentiment classifiers is a standard text mining task, but here we address the question of how to properly evaluate them as there is no settled way to do so. Sentiment classes are ordered and unbalanced, and Twitter produces a stream of time-ordered data. The problem we address concerns the procedures used to obtain reliable estimates of performance measures, and whether the temporal ordering of the training and test data matters. We collected a large set of 1.5 million tweets in 13 European languages. We created 138 sentiment models and out-of-sample datasets, which are used as a gold standard for evaluations. The corresponding 138 in-sample datasets are used to empirically compare six different estimation procedures: three variants of cross-validation, and three variants of sequential validation (where test set always follows the training set).","[-0.06411532312631607, -0.012796804308891296, -0.005965510383248329, 0.04660353064537048, 0.0703473687171936, 0.054485443979501724, -0.01570485159754753, 0.01393485814332962, 0.07314997166395187, -0.01841946505010128, -0.04881773516535759, 0.011408921331167221, 0.02310154028236866, -0.010498637333512306, 0.020834241062402725, 0.006312460172921419, 0.029125146567821503, -0.07233923673629761, -0.01619272120296955, -0.037045806646347046, -0.020684193819761276, 0.0891360342502594, 0.0009666454279795289, 0.06524263322353363, 0.03677152842283249, -0.02603924460709095, -0.019944345578551292, -0.029249239712953568, -0.022430531680583954, 0.052906595170497894, -0.030324628576636314, 0.021988986060023308, -0.053486600518226624, 0.035233061760663986, -0.06299744546413422, 0.014318048022687435, -0.03098076768219471, -0.005863567814230919, -0.013472233898937702, 0.017658120021224022, 0.02025168389081955, -0.10235956311225891, -0.006671934388577938, 0.018151920288801193, 0.07322026044130325, 0.06929212063550949, 0.029382916167378426, -0.005234139505773783, -0.09987697005271912, 0.017317039892077446, -0.07398811727762222, 0.033086277544498444, 0.041406530886888504, 0.09450312703847885, -0.09763652086257935, -0.007484524045139551, 0.009491657838225365, 0.05592799931764603, 0.05508692190051079, -0.011246715672314167, -0.027020443230867386, -0.07399013638496399, -0.003812832059338689, -0.010733266361057758, -0.05836041271686554, -0.07011810690164566, -0.022732384502887726, 0.07473515719175339, -0.08870059996843338, 0.053810376673936844, 0.05731861665844917, 0.07140909880399704, -0.01669909805059433, 0.13159459829330444, -0.015505536459386349, 0.04868742823600769, 0.07507932186126709, -0.025733554735779762, 0.009410669095814228, -0.04003471881151199, -0.07221344113349915, 0.0021771325264126062, 0.009509380906820297, 0.019036633893847466, 0.13206322491168976, -0.07158149778842926, 0.03184901550412178, 0.048381779342889786, -0.10190137475728989, 0.07679226249456406, 0.010571555234491825, 0.000505703326780349, 0.08792223036289215, -0.012522658333182335, 0.010495724156498909, 0.040468376129865646, -0.03518626093864441, -0.038800451904535294, 0.03400137647986412, 0.10942310839891434, -0.07799545675516129, 0.09666082262992859, -0.00877588801085949, -0.026119494810700417, -0.034863825887441635, -0.008901207707822323, -0.007768767420202494, -0.03560365363955498, 0.05784863978624344, -0.06897848844528198, -0.02487240917980671, 0.022409602999687195, -0.009194033220410347, -0.07423193007707596, 0.10681317746639252, -0.027675811201334, 0.0036486946046352386, 0.00716202799230814, 0.037241291254758835, 0.14037269353866577, -0.010061150416731834, 0.04996981471776962, 0.059144485741853714, -0.003029878018423915, 0.0841510072350502, 0.09282797574996948, -0.01927011087536812, 1.3890882865224205e-33, 0.061013367027044296, 0.008678458631038666, 0.02133568376302719, 0.07688449323177338, -0.08230727910995483, -0.025689121335744858, -0.06752020120620728, -0.05359644815325737, -0.04907628521323204, -0.02002389170229435, -0.03424955904483795, 0.03320404142141342, 0.008072865195572376, 0.01856747642159462, 0.02519203908741474, -0.01967073790729046, 0.021322622895240784, 0.020274614915251732, 0.02370448037981987, -0.015392102301120758, 0.06018945947289467, -0.011579250916838646, 0.039851248264312744, -0.02374226599931717, -0.05256645381450653, -0.00368129787966609, 0.02584894374012947, -0.02061132900416851, -0.01677200198173523, 0.014440637081861496, -0.05354532226920128, 0.02883167751133442, 0.044646210968494415, 0.014556600712239742, 0.0805726945400238, -0.013881553895771503, -0.08085393905639648, 0.049124348908662796, 0.05740495026111603, -0.03190531209111214, -0.060177113860845566, 0.055489711463451385, 0.025109099224209785, 0.025103488937020302, -0.009974047541618347, -0.03508467227220535, -0.08544068783521652, -0.045566536486148834, 0.08110328018665314, -0.010134130716323853, 0.038916464895009995, -0.006674774456769228, 0.03428883105516434, 0.05612693727016449, 0.016467394307255745, 0.05321259796619415, -0.031162213534116745, -0.0299270860850811, 0.019380681216716766, -0.0397840179502964, 0.0166520606726408, 0.01622324250638485, 0.01401152927428484, -0.04964856803417206, -0.011036667041480541, 0.03034312091767788, -0.05864313244819641, 0.021794790402054787, -0.05864643678069115, -0.058279652148485184, 0.05815541371703148, 0.0466039814054966, -0.0573071651160717, -0.05719703808426857, 0.015760179609060287, 0.02677481807768345, 0.02044355869293213, -0.057029660791158676, -0.021265853196382523, 0.013744390569627285, 0.04834552854299545, -0.11552903056144714, 0.11983150988817215, -0.0729634091258049, -0.009160245768725872, -0.03181654214859009, 0.05101994797587395, -0.049966663122177124, 0.048681389540433884, 0.0640929639339447, -0.14924196898937225, 0.023465724661946297, -0.014416519552469254, -0.0344121977686882, -0.03267547860741615, -8.013265092673876e-34, -0.07445608079433441, -0.0495036281645298, -0.04131762310862541, 0.054242298007011414, -0.05370475351810455, 0.030865032225847244, -0.059827789664268494, 0.03735727444291115, -0.04389166459441185, 0.055594369769096375, 0.020226115360856056, -0.08440183848142624, 0.008479440584778786, -0.053845521062612534, -0.013624914921820164, 0.008765294216573238, 0.06280085444450378, -0.017902474850416183, -0.006126080173999071, 0.010760104283690453, 0.01649848371744156, 0.04299459233880043, -0.053620845079422, 0.05271988362073898, -0.04334736242890358, -0.031190229579806328, 0.04201441630721092, 0.060887452214956284, 0.0017054160125553608, -0.04739390313625336, -0.061472486704587936, -0.05060664936900139, 7.593302871100605e-05, 0.058381740003824234, -0.03546345233917236, -0.008211564272642136, 0.016136005520820618, -0.10364968329668045, 0.025718936696648598, 0.12663456797599792, 0.06934178620576859, 0.03724818676710129, -0.07532992959022522, -0.0241815447807312, -0.11460981518030167, 0.027252012863755226, -0.05908337980508804, 0.00032155794906429946, -0.05513806641101837, 0.01462101936340332, 0.013637223280966282, 0.05092904344201088, -0.05715058743953705, 0.06723849475383759, 0.003993980120867491, -0.13894712924957275, -0.03814798593521118, -0.04634606093168259, -0.038229722529649734, 0.06248144432902336, -0.05063508823513985, 0.07930389791727066, 0.049619197845458984, -0.03862381353974342, -0.02006465196609497, -0.09482253342866898, -0.018509818241000175, -0.004731632769107819, -0.0028508068062365055, 0.04075636714696884, 0.10121427476406097, 0.020712096244096756, -0.04749404639005661, -0.030790161341428757, 0.013107885606586933, -0.004965285770595074, 0.08107897639274597, 0.08475080132484436, -0.020803535357117653, -0.09601277858018875, 0.02492319792509079, 0.00011124122102046385, 0.02101610228419304, -0.04399783909320831, 0.03225448727607727, 0.04368569701910019, 0.08768406510353088, 0.04723971709609032, -0.0067915176041424274, -0.007859976962208748, 0.02303287945687771, 0.015399803407490253, 0.007763865403831005, 0.054399896413087845, 0.06331468373537064, -4.338015813232232e-08, -0.07478152960538864, -0.08022525906562805, -0.031017079949378967, 0.09140708297491074, -0.015107158571481705, -0.019886843860149384, 0.033972594887018204, 0.04837164655327797, -0.04735509678721428, -0.05070161074399948, 0.09626345336437225, 0.0889832153916359, -0.0630570575594902, -0.08793662488460541, -0.03359603509306908, 0.031893108040094376, -0.04168980196118355, -0.057313222438097, 0.0291600301861763, 0.020705725997686386, 0.07961779087781906, 0.047329217195510864, 0.02912905253469944, -0.052025582641363144, 0.07111898064613342, -0.042096711695194244, -0.05130871757864952, -0.021837133914232254, -0.028894061222672462, -0.036241136491298676, 0.011186146177351475, -0.008583346381783485, -0.1333693414926529, -0.06500034779310226, 0.03604278340935707, 0.09983494132757187, -0.041093114763498306, 0.0026331529952585697, -0.011789645999670029, 0.006238529458642006, 0.004510780796408653, 0.06946966052055359, -0.07943430542945862, -0.03682228922843933, 0.017886485904455185, -0.0457795113325119, -0.04583964869379997, -0.037312865257263184, 0.006193201988935471, -0.04291191324591637, -0.02636946551501751, 0.012554481625556946, 0.027771126478910446, 0.05731349438428879, 0.06706622242927551, 0.026454059407114983, 0.017112167552113533, -0.05312453582882881, -0.04123523458838463, 0.03573267161846161, 0.06121492385864258, -0.0280038733035326, -0.05773117020726204, 0.016653617843985558]",{}
2,"In this paper we focus on sentiment classification of Twitter data. Construction of sentiment classifiers is a standard text mining task, but here we address the question of how to properly evaluate them as there is no settled way to do so. Sentiment classes are ordered and unbalanced, and Twitter produces a stream of time-ordered data. The problem we address concerns the procedures used to obtain reliable estimates of performance measures, and whether the temporal ordering of the training and test data matters. We collected a large set of 1.5 million tweets in 13 European languages. We created 138 sentiment models and out-of-sample datasets, which are used as a gold standard for evaluations. The corresponding 138 in-sample datasets are used to empirically compare six different estimation procedures: three variants of cross-validation, and three variants of sequential validation (where test set always follows the training set). We find no significant difference between the best cross-validation and sequential validation.","[-0.08978807926177979, -0.02750307135283947, -0.0023150648921728134, 0.035400427877902985, 0.06463181972503662, 0.03765501454472542, -0.030435403808951378, 0.036423664540052414, 0.0753716230392456, -0.002985643222928047, -0.02570038102567196, 0.0005562663427554071, 0.03101755492389202, 0.005844824947416782, -0.00893019512295723, 0.006511515937745571, 0.02664087899029255, -0.0617547370493412, -0.025600194931030273, -0.059725817292928696, -0.0007142737740650773, 0.08552500605583191, 0.029797574505209923, 0.05484342202544212, 0.03414097800850868, -0.019654618576169014, -0.036811187863349915, -0.01952747441828251, -0.01597655564546585, 0.048381414264440536, -0.04338855296373367, 0.012784820981323719, -0.050935473293066025, 0.033050812780857086, -0.0752209722995758, 0.04031620919704437, -0.03923279792070389, -0.008632428012788296, -0.013456885702908039, 0.040142208337783813, -0.027031725272536278, -0.09179408848285675, -0.009636634960770607, 0.023956673219799995, 0.05182226374745369, 0.06856678426265717, 0.02170279063284397, -0.014118007384240627, -0.11209724843502045, 0.03529486805200577, -0.06235738843679428, 0.026487816125154495, 0.03155934438109398, 0.10499129444360733, -0.12153810262680054, 0.004020326305180788, 0.007003712467849255, 0.05272512137889862, 0.06084275618195534, -0.015131620690226555, -0.020078476518392563, -0.09037242829799652, 0.002244374481961131, -0.0013530332362279296, -0.04323311150074005, -0.08385466039180756, -0.042258668690919876, 0.07680579274892807, -0.09093636274337769, 0.06128932908177376, 0.05708356201648712, 0.06635540723800659, -0.03244902938604355, 0.1406083106994629, -0.010954801924526691, 0.06059763953089714, 0.0862651988863945, -0.03498451039195061, 0.0007205936126410961, -0.063779816031456, -0.05992932245135307, 0.020731134340167046, 0.02116169035434723, 0.02564440295100212, 0.14696988463401794, -0.059813808649778366, 0.02938648872077465, 0.04254810884594917, -0.10399138927459717, 0.06464509665966034, 0.04548297077417374, -0.0049449373036623, 0.07823812961578369, -0.013088410720229149, -0.003168385475873947, 0.03856336325407028, -0.045290619134902954, -0.0562484972178936, 0.02377317287027836, 0.08556011319160461, -0.051481228321790695, 0.08096250146627426, 0.003261026693508029, -0.01656007207930088, -0.026273803785443306, -0.01813100464642048, 0.005905799567699432, -0.0515325628221035, 0.07056093215942383, -0.057664915919303894, -0.008870046585798264, 0.039362240582704544, 0.004300061147660017, -0.0726964920759201, 0.08864644914865494, -0.011057991534471512, -0.012500446289777756, 0.03320414200425148, 0.04930327460169792, 0.12153538316488266, -0.022669846192002296, 0.041477710008621216, 0.07778440415859222, -0.02565716579556465, 0.06753239035606384, 0.09766700118780136, 0.021052831783890724, 1.300942465093569e-33, 0.06372498720884323, 0.0017695275600999594, 0.02331533096730709, 0.02693161368370056, -0.07551591843366623, -0.049396514892578125, -0.036985062062740326, -0.03381683677434921, -0.07514474540948868, -0.0323968343436718, -0.026747604832053185, 0.015102996490895748, -0.0032772438134998083, 0.026303160935640335, 0.02007777988910675, -0.008394171483814716, 0.029615137726068497, 0.00022451308905147016, 0.0050247893668711185, -0.0065310681238770485, 0.07999351620674133, -0.015188140794634819, 0.043205518275499344, -0.02754669077694416, -0.04768379032611847, 0.003354219486936927, 0.018768606707453728, -0.011710111983120441, -0.032295554876327515, 0.02198653668165207, -0.07639901340007782, 0.032332584261894226, 0.03398171812295914, 0.008914239704608917, 0.10053956508636475, 0.008422116748988628, -0.06850681453943253, 0.04905879124999046, 0.035143252462148666, -0.040240995585918427, -0.04623699560761452, 0.06506533920764923, 0.03197947144508362, 0.032672371715307236, -0.0034070343244820833, -0.04877112805843353, -0.07911191135644913, -0.025786252692341805, 0.10509762167930603, -0.004988070111721754, 0.037753719836473465, -0.009763622656464577, 0.021398821845650673, 0.054955072700977325, 0.035343024879693985, 0.05146341025829315, -0.03819335997104645, -0.012664738111197948, 0.04150699824094772, -0.0015718453796580434, 0.015698328614234924, 0.0068326364271342754, -0.0030832462944090366, -0.03653288632631302, -0.008986802771687508, 0.010301337577402592, -0.03321352228522301, 0.01518325600773096, -0.040529023855924606, -0.04369838163256645, 0.038936544209718704, 0.03973649814724922, -0.06307077407836914, -0.012136951088905334, 0.013897057622671127, 0.01970192790031433, 0.016375036910176277, -0.05283062905073166, -0.020143087953329086, 0.007282995618879795, 0.03978788107633591, -0.0999661535024643, 0.10454858094453812, -0.0837051048874855, -0.018914906308054924, -0.03421391546726227, 0.0544416569173336, -0.043325066566467285, 0.04890141636133194, 0.052877794951200485, -0.14748743176460266, 0.036177970468997955, 0.001064832671545446, -0.04655081406235695, -0.0072473809123039246, -6.668206600100436e-34, -0.05642634257674217, -0.0373360775411129, -0.028839651495218277, 0.08851473033428192, -0.03313455358147621, -0.005630147643387318, -0.07668096572160721, 0.05533677339553833, -0.05118275806307793, 0.04953037202358246, 0.0109106982126832, -0.06681430339813232, -0.0023596149403601885, -0.057512395083904266, 0.004009956493973732, 0.028021806851029396, 0.058607470244169235, -0.0002657476288732141, -0.028750678524374962, 0.010203581303358078, 0.03439788520336151, 0.04313173517584801, -0.0708458200097084, 0.04939201474189758, -0.053536731749773026, -0.020134225487709045, 0.03528504818677902, 0.07012668251991272, 0.007752560544759035, -0.05124610662460327, -0.04114008694887161, -0.04241287335753441, -0.0019432647386565804, 0.06434974074363708, -0.026562709361314774, -0.036390770226716995, 0.01631655916571617, -0.09490950405597687, 0.007374726701527834, 0.14498236775398254, 0.0866733193397522, 0.042234793305397034, -0.05956602841615677, -0.04386291280388832, -0.09975670278072357, 0.028664959594607353, -0.05991475284099579, -0.008237453177571297, -0.07491833716630936, 0.002462065313011408, 0.012975168414413929, 0.04558499529957771, -0.04627547040581703, 0.06405013054609299, 0.037845466285943985, -0.1492190957069397, -0.02857290767133236, -0.03267262876033783, -0.03706542029976845, 0.05791378393769264, -0.02657092921435833, 0.07916029542684555, 0.05904546007514, -0.017635688185691833, 0.00014382562949322164, -0.07484252750873566, -0.01457276288419962, -1.4285930774349254e-05, -0.01248698029667139, 0.020821811631321907, 0.08009985834360123, 0.034060973674058914, -0.049855053424835205, -0.028528684750199318, 0.0072563085705041885, -0.02149082161486149, 0.08450550585985184, 0.0702841505408287, -0.025021472945809364, -0.11082880944013596, 0.009522098116576672, -0.007048566825687885, 0.013653009198606014, -0.018863806501030922, 0.008100003935396671, 0.042874958366155624, 0.08695312589406967, 0.03275451436638832, 0.00216220342554152, 0.005903273355215788, 0.033151328563690186, 0.013558750972151756, 0.016923032701015472, 0.045513905584812164, 0.061563000082969666, -4.3879101241373064e-08, -0.06739628314971924, -0.08162403851747513, -0.02732163667678833, 0.1006247028708458, -0.016410985961556435, -0.0004338503931649029, 0.04469869285821915, 0.06386964023113251, -0.03161109611392021, -0.04281986132264137, 0.0896187424659729, 0.09215939044952393, -0.0526740662753582, -0.08817259222269058, -0.03454337269067764, 0.017724063247442245, -0.04051613807678223, -0.0582549087703228, 0.027725588530302048, 0.02647515945136547, 0.07542610168457031, 0.07020901143550873, 0.030576609075069427, -0.0764637365937233, 0.06643223762512207, -0.040540579706430435, -0.049048978835344315, 0.015032956376671791, -0.03875315561890602, -0.05084152892231941, 0.023372642695903778, -0.01080325711518526, -0.11804906278848648, -0.07715369015932083, 0.016467638313770294, 0.0958968922495842, -0.03516791760921478, -0.004746248945593834, -0.017069688066840172, -0.015778211876749992, -0.00031276754452846944, 0.06811177730560303, -0.0821007639169693, -0.03716805577278137, 0.01920335367321968, -0.05807439237833023, -0.0591772235929966, -0.06630038470029831, 0.0018007992766797543, -0.04487159103155136, -0.043307580053806305, -0.004418773576617241, 0.026213178411126137, 0.060514986515045166, 0.0703464224934578, 0.02403304912149906, -0.0052723814733326435, -0.09274350106716156, -0.05680644512176514, 0.010916823521256447, 0.08066421747207642, -0.03745425119996071, -0.03596188500523567, 0.017358770594000816]",{}
